GID	GO	EVIDENCE
ostta01g00280	GO:0070006	ISS
ostta01g00300	GO:0016020	ISS
ostta01g00310	GO:0005739	ISS
ostta01g00310	GO:0032259	ISS
ostta01g00310	GO:0035243	ISS
ostta01g00320	GO:0009062	ISS
ostta01g00320	GO:0009083	ISS
ostta01g00320	GO:0008152	ISS
ostta01g00320	GO:0044550	ISS
ostta01g00320	GO:0006631	ISS
ostta01g00320	GO:0003995	ISS
ostta01g00320	GO:0006118	ISS
ostta01g00320	GO:0016627	ISS
ostta01g00320	GO:0050660	ISS
ostta01g00330	GO:0016020	ISS
ostta01g00350	GO:0016020	ISS
ostta01g00360	GO:0006508	ISS
ostta01g00360	GO:0008235	ISS
ostta01g00360	GO:0004239	ISS
ostta01g00360	GO:0046872	ISS
ostta01g00360	GO:0070006	ISS
ostta01g00370	GO:0005743	ISS
ostta01g00370	GO:0006850	ISS
ostta01g00380	GO:0003723	ISS
ostta01g00380	GO:0000127	ISS
ostta01g00380	GO:0004402	ISS
ostta01g00380	GO:0006384	ISS
ostta01g00390	GO:0015937	ISS
ostta01g00390	GO:0008152	ISS
ostta01g00390	GO:0004632	ISS
ostta01g00390	GO:0003824	ISS
ostta01g00400	GO:0000502	ISS
ostta01g00400	GO:0030234	ISS
ostta01g00400	GO:0042176	ISS
ostta01g00410	GO:0006611	ISS
ostta01g00410	GO:0006614	ISS
ostta01g00410	GO:0008312	ISS
ostta01g00410	GO:0048500	ISS
ostta01g00410	GO:0005786	ISS
ostta01g00420	GO:0016020	ISS
ostta01g00440	GO:0005249	ISS
ostta01g00440	GO:0006813	ISS
ostta01g00440	GO:0008076	ISS
ostta01g00440	GO:0005216	ISS
ostta01g00440	GO:0006811	ISS
ostta01g00440	GO:0016020	ISS
ostta01g00470	GO:0008757	ISS
ostta01g00480	GO:0003676	ISS
ostta01g00480	GO:0003723	ISS
ostta01g00485	GO:0005840	ISS
ostta01g00485	GO:0003735	ISS
ostta01g00485	GO:0005622	ISS
ostta01g00485	GO:0006412	ISS
ostta01g00485	GO:1990904	ISS
ostta01g00490	GO:0009579	ISS
ostta01g00490	GO:0016020	ISS
ostta01g00520	GO:0005524	ISS
ostta01g00520	GO:0016887	ISS
ostta01g00520	GO:0000166	ISS
ostta01g00520	GO:0017111	ISS
ostta01g00520	GO:0006810	ISS
ostta01g00520	GO:0016021	ISS
ostta01g00520	GO:0042626	ISS
ostta01g00520	GO:0008559	ISS
ostta01g00520	GO:0016020	ISS
ostta01g00520	GO:0140359	ISS
ostta01g00540	GO:0016020	ISS
ostta01g00560	GO:0003774	ISS
ostta01g00560	GO:0003777	ISS
ostta01g00560	GO:0005875	ISS
ostta01g00560	GO:0007017	ISS
ostta01g00560	GO:0005737	ISS
ostta01g00560	GO:0005874	ISS
ostta01g00560	GO:0030286	ISS
ostta01g00570	GO:0004812	ISS
ostta01g00570	GO:0005524	ISS
ostta01g00570	GO:0006412	ISS
ostta01g00570	GO:0006364	ISS
ostta01g00570	GO:0042134	ISS
ostta01g00580	GO:0006855	ISS
ostta01g00580	GO:0015238	ISS
ostta01g00580	GO:0015297	ISS
ostta01g00580	GO:0016020	ISS
ostta01g00580	GO:0042910	ISS
ostta01g00590	GO:0006096	ISS
ostta01g00590	GO:0009698	ISS
ostta01g00590	GO:0019852	ISS
ostta01g00590	GO:0046486	ISS
ostta01g00590	GO:0006090	ISS
ostta01g00590	GO:0008152	ISS
ostta01g00590	GO:0044550	ISS
ostta01g00590	GO:0004032	ISS
ostta01g00590	GO:0016491	ISS
ostta01g00610	GO:0006629	ISS
ostta01g00610	GO:0016788	ISS
ostta01g00620	GO:0006799	ISS
ostta01g00620	GO:0008976	ISS
ostta01g00620	GO:0009358	ISS
ostta01g00620	GO:0005524	ISS
ostta01g00620	GO:0016310	ISS
ostta01g00630	GO:0005509	ISS
ostta01g00630	GO:0005524	ISS
ostta01g00630	GO:0016887	ISS
ostta01g00650	GO:0000166	ISS
ostta01g00650	GO:0017111	ISS
ostta01g00650	GO:0005524	ISS
ostta01g00650	GO:0004249	ISS
ostta01g00650	GO:0008133	ISS
ostta01g00650	GO:0008319	ISS
ostta01g00650	GO:0030402	ISS
ostta01g00650	GO:0016887	ISS
ostta01g00670	GO:0051920	ISS
ostta01g00680	GO:0008318	ISS
ostta01g00680	GO:0018346	ISS
ostta01g00680	GO:0004663	ISS
ostta01g00690	GO:0005529	ISS
ostta01g00690	GO:0030246	ISS
ostta01g00720	GO:0005524	ISS
ostta01g00720	GO:0000166	ISS
ostta01g00720	GO:0017111	ISS
ostta01g00720	GO:0004003	ISS
ostta01g00720	GO:0004004	ISS
ostta01g00720	GO:0008026	ISS
ostta01g00720	GO:0008094	ISS
ostta01g00720	GO:0008186	ISS
ostta01g00720	GO:0015462	ISS
ostta01g00720	GO:0016887	ISS
ostta01g00720	GO:0017116	ISS
ostta01g00720	GO:0042623	ISS
ostta01g00720	GO:0042624	ISS
ostta01g00720	GO:0042625	ISS
ostta01g00720	GO:0042626	ISS
ostta01g00730	GO:0019058	ISS
ostta01g00730	GO:0003824	ISS
ostta01g00740	GO:0016020	ISS
ostta01g00740	GO:0030001	ISS
ostta01g00740	GO:0046873	ISS
ostta01g00750	GO:0019781	ISS
ostta01g00750	GO:0045116	ISS
ostta01g00760	GO:0005515	ISS
ostta01g00760	GO:0006508	ISS
ostta01g00760	GO:0008236	ISS
ostta01g00770	GO:0005743	ISS
ostta01g00780	GO:0004497	ISS
ostta01g00780	GO:0006118	ISS
ostta01g00780	GO:0006725	ISS
ostta01g00780	GO:0008152	ISS
ostta01g00780	GO:0016491	ISS
ostta01g00780	GO:0018658	ISS
ostta01g00780	GO:0071949	ISS
ostta01g00790	GO:0016491	ISS
ostta01g00790	GO:0016020	ISS
ostta01g00790	GO:0044255	ISS
ostta01g00800	GO:0008152	ISS
ostta01g00800	GO:0016491	ISS
ostta01g00800	GO:0004344	ISS
ostta01g00800	GO:0018446	ISS
ostta01g00800	GO:0018447	ISS
ostta01g00800	GO:0018448	ISS
ostta01g00800	GO:0018449	ISS
ostta01g00800	GO:0018450	ISS
ostta01g00800	GO:0042469	ISS
ostta01g00800	GO:0045703	ISS
ostta01g00810	GO:0006611	ISS
ostta01g00810	GO:0005525	ISS
ostta01g00810	GO:0006614	ISS
ostta01g00810	GO:0008312	ISS
ostta01g00810	GO:0016020	ISS
ostta01g00810	GO:0000166	ISS
ostta01g00810	GO:0017111	ISS
ostta01g00810	GO:0048500	ISS
ostta01g00810	GO:0003924	ISS
ostta01g00810	GO:0005786	ISS
ostta01g00810	GO:0016887	ISS
ostta01g00830	GO:0006119	ISS
ostta01g00830	GO:0015979	ISS
ostta01g00830	GO:0008152	ISS
ostta01g00830	GO:0015986	ISS
ostta01g00830	GO:0016469	ISS
ostta01g00830	GO:0016820	ISS
ostta01g00830	GO:0009544	ISS
ostta01g00830	GO:0015078	ISS
ostta01g00830	GO:0045263	ISS
ostta01g00860	GO:0000049	ISS
ostta01g00860	GO:0004812	ISS
ostta01g00860	GO:0043767	ISS
ostta01g00860	GO:0043816	ISS
ostta01g00890	GO:0005524	ISS
ostta01g00890	GO:0006810	ISS
ostta01g00890	GO:0015662	ISS
ostta01g00890	GO:0016020	ISS
ostta01g00890	GO:0006812	ISS
ostta01g00890	GO:0015077	ISS
ostta01g00890	GO:0015672	ISS
ostta01g00890	GO:0016021	ISS
ostta01g00890	GO:0016820	ISS
ostta01g00890	GO:0005391	ISS
ostta01g00890	GO:0008556	ISS
ostta01g00890	GO:0016887	ISS
ostta01g00910	GO:0042254	ISS
ostta01g00910	GO:0005634	ISS
ostta01g00910	GO:0019843	ISS
ostta01g00910	GO:0070037	ISS
ostta01g00910	GO:0070475	ISS
ostta01g00920	GO:0003677	ISS
ostta01g00920	GO:0003899	ISS
ostta01g00920	GO:0006350	ISS
ostta01g00920	GO:0000428	ISS
ostta01g00920	GO:0006351	ISS
ostta01g00920	GO:0046983	ISS
ostta01g00930	GO:0047172	ISS
ostta01g00940	GO:0004553	ISS
ostta01g00940	GO:0005975	ISS
ostta01g00940	GO:0071704	ISS
ostta01g00950	GO:0001503	ISS
ostta01g00950	GO:0007155	ISS
ostta01g00970	GO:0003743	ISS
ostta01g00970	GO:0006413	ISS
ostta01g00970	GO:0003723	ISS
ostta01g00970	GO:0001731	ISS
ostta01g00980	GO:0004427	ISS
ostta01g00980	GO:0009678	ISS
ostta01g00980	GO:0015992	ISS
ostta01g00980	GO:0016020	ISS
ostta01g00990	GO:0006913	ISS
ostta01g00990	GO:0000445	ISS
ostta01g00990	GO:0006397	ISS
ostta01g01000	GO:0016567	ISS
ostta01g01000	GO:0007049	ISS
ostta01g01000	GO:0051301	ISS
ostta01g01020	GO:0005840	ISS
ostta01g01030	GO:0005975	ISS
ostta01g01030	GO:0016868	ISS
ostta01g01030	GO:0004615	ISS
ostta01g01030	GO:0006006	ISS
ostta01g01040	GO:0005737	ISS
ostta01g01040	GO:0016279	ISS
ostta01g01040	GO:0032259	ISS
ostta01g01050	GO:0005634	ISS
ostta01g01050	GO:0006281	ISS
ostta01g01050	GO:0006310	ISS
ostta01g01050	GO:0030915	ISS
ostta01g01070	GO:0016021	ISS
ostta01g01070	GO:0016020	ISS
ostta01g01080	GO:0003712	ISS
ostta01g01080	GO:0006357	ISS
ostta01g01080	GO:0016592	ISS
ostta01g01085	GO:0006457	ISS
ostta01g01085	GO:0005783	ISS
ostta01g01085	GO:0016021	ISS
ostta01g01085	GO:0016020	ISS
ostta01g01090	GO:0008112	ISS
ostta01g01090	GO:0008757	ISS
ostta01g01100	GO:0016020	ISS
ostta01g01130	GO:0004806	ISS
ostta01g01130	GO:0006629	ISS
ostta01g01140	GO:0006897	ISS
ostta01g01140	GO:0005856	ISS
ostta01g01140	GO:0030041	ISS
ostta01g01140	GO:0005737	ISS
ostta01g01140	GO:0005885	ISS
ostta01g01140	GO:0034314	ISS
ostta01g01160	GO:0004109	ISS
ostta01g01160	GO:0005737	ISS
ostta01g01160	GO:0006779	ISS
ostta01g01160	GO:0003824	ISS
ostta01g01160	GO:0051536	ISS
ostta01g01160	GO:0051989	ISS
ostta01g01160	GO:0051539	ISS
ostta01g01170	GO:0003676	ISS
ostta01g01180	GO:0005506	ISS
ostta01g01180	GO:0006118	ISS
ostta01g01180	GO:0009055	ISS
ostta01g01180	GO:0031072	ISS
ostta01g01180	GO:0051536	ISS
ostta01g01190	GO:0005743	ISS
ostta01g01200	GO:0016020	ISS
ostta01g01210	GO:0001098	ISS
ostta01g01210	GO:0003702	ISS
ostta01g01210	GO:0005634	ISS
ostta01g01210	GO:0006352	ISS
ostta01g01220	GO:0010190	ISS
ostta01g01230	GO:0009073	ISS
ostta01g01230	GO:0008152	ISS
ostta01g01230	GO:0044550	ISS
ostta01g01230	GO:0008652	ISS
ostta01g01230	GO:0004664	ISS
ostta01g01230	GO:0009094	ISS
ostta01g01230	GO:0016597	ISS
ostta01g01230	GO:0009570	ISS
ostta01g01230	GO:0047769	ISS
ostta01g01270	GO:0005524	ISS
ostta01g01270	GO:0006281	ISS
ostta01g01270	GO:0030870	ISS
ostta01g01270	GO:0000723	ISS
ostta01g01270	GO:0006302	ISS
ostta01g01270	GO:0016887	ISS
ostta01g01295	GO:0016020	ISS
ostta01g01300	GO:0016020	ISS
ostta01g01320	GO:0006401	ISS
ostta01g01320	GO:0005524	ISS
ostta01g01320	GO:0016887	ISS
ostta01g01320	GO:0000166	ISS
ostta01g01320	GO:0017111	ISS
ostta01g01340	GO:0005245	ISS
ostta01g01340	GO:0005891	ISS
ostta01g01340	GO:0006816	ISS
ostta01g01340	GO:0005216	ISS
ostta01g01340	GO:0006811	ISS
ostta01g01340	GO:0016020	ISS
ostta01g01340	GO:0034765	ISS
ostta01g01340	GO:0046872	ISS
ostta01g01370	GO:0005515	ISS
ostta01g01370	GO:0005737	ISS
ostta01g01380	GO:0006812	ISS
ostta01g01380	GO:0008324	ISS
ostta01g01380	GO:0016020	ISS
ostta01g01380	GO:0006829	ISS
ostta01g01410	GO:0005509	ISS
ostta01g01410	GO:0004535	ISS
ostta01g01410	GO:0004519	ISS
ostta01g01420	GO:0003824	ISS
ostta01g01420	GO:0051536	ISS
ostta01g01420	GO:0005737	ISS
ostta01g01420	GO:0008173	ISS
ostta01g01420	GO:0030488	ISS
ostta01g01420	GO:0046872	ISS
ostta01g01420	GO:0051539	ISS
ostta01g01420	GO:0070475	ISS
ostta01g01440	GO:0016266	ISS
ostta01g01440	GO:0016740	ISS
ostta01g01450	GO:0009069	ISS
ostta01g01450	GO:0006790	ISS
ostta01g01450	GO:0009085	ISS
ostta01g01450	GO:0008152	ISS
ostta01g01450	GO:0044550	ISS
ostta01g01450	GO:0006103	ISS
ostta01g01450	GO:0008652	ISS
ostta01g01450	GO:0004072	ISS
ostta01g01450	GO:0016597	ISS
ostta01g01450	GO:0009088	ISS
ostta01g01450	GO:0009089	ISS
ostta01g01450	GO:0016310	ISS
ostta01g01460	GO:0006418	ISS
ostta01g01460	GO:0008152	ISS
ostta01g01460	GO:0000166	ISS
ostta01g01460	GO:0004812	ISS
ostta01g01460	GO:0005524	ISS
ostta01g01460	GO:0005737	ISS
ostta01g01460	GO:0006412	ISS
ostta01g01460	GO:0006424	ISS
ostta01g01460	GO:0004819	ISS
ostta01g01460	GO:0006425	ISS
ostta01g01460	GO:0009791	ISS
ostta01g01460	GO:0048608	ISS
ostta01g01470	GO:0005743	ISS
ostta01g01470	GO:0008565	ISS
ostta01g01470	GO:0015031	ISS
ostta01g01480	GO:0005515	ISS
ostta01g01480	GO:0008270	ISS
ostta01g01490	GO:0004221	ISS
ostta01g01490	GO:0006511	ISS
ostta01g01490	GO:0004843	ISS
ostta01g01500	GO:0006096	ISS
ostta01g01500	GO:0008152	ISS
ostta01g01500	GO:0044550	ISS
ostta01g01500	GO:0015976	ISS
ostta01g01500	GO:0008652	ISS
ostta01g01500	GO:0006401	ISS
ostta01g01500	GO:0000015	ISS
ostta01g01500	GO:0004634	ISS
ostta01g01500	GO:0000287	ISS
ostta01g01510	GO:0061611	ISS
ostta01g01510	GO:0006044	ISS
ostta01g01510	GO:0008152	ISS
ostta01g01510	GO:0044550	ISS
ostta01g01510	GO:0009226	ISS
ostta01g01510	GO:0004615	ISS
ostta01g01510	GO:0005737	ISS
ostta01g01510	GO:0019307	ISS
ostta01g01510	GO:0003824	ISS
ostta01g01510	GO:0009298	ISS
ostta01g01510	GO:0016787	ISS
ostta01g01530	GO:0006457	ISS
ostta01g01530	GO:0016051	ISS
ostta01g01530	GO:0016758	ISS
ostta01g01530	GO:0003980	ISS
ostta01g01530	GO:0006486	ISS
ostta01g01530	GO:0000009	ISS
ostta01g01530	GO:0000026	ISS
ostta01g01530	GO:0000030	ISS
ostta01g01530	GO:0000033	ISS
ostta01g01530	GO:0001962	ISS
ostta01g01530	GO:0004376	ISS
ostta01g01530	GO:0004576	ISS
ostta01g01530	GO:0004583	ISS
ostta01g01530	GO:0008375	ISS
ostta01g01530	GO:0008376	ISS
ostta01g01530	GO:0008378	ISS
ostta01g01530	GO:0008417	ISS
ostta01g01530	GO:0008755	ISS
ostta01g01530	GO:0008921	ISS
ostta01g01530	GO:0016253	ISS
ostta01g01530	GO:0016759	ISS
ostta01g01530	GO:0018715	ISS
ostta01g01530	GO:0018716	ISS
ostta01g01530	GO:0018717	ISS
ostta01g01530	GO:0018718	ISS
ostta01g01530	GO:0019112	ISS
ostta01g01530	GO:0019187	ISS
ostta01g01530	GO:0031278	ISS
ostta01g01530	GO:0033556	ISS
ostta01g01530	GO:0042281	ISS
ostta01g01530	GO:0042283	ISS
ostta01g01530	GO:0045140	ISS
ostta01g01530	GO:0046527	ISS
ostta01g01530	GO:0046920	ISS
ostta01g01530	GO:0046921	ISS
ostta01g01530	GO:0005788	ISS
ostta01g01540	GO:0003676	ISS
ostta01g01550	GO:0003723	ISS
ostta01g01560	GO:0015977	ISS
ostta01g01560	GO:0008152	ISS
ostta01g01560	GO:0015976	ISS
ostta01g01560	GO:0006006	ISS
ostta01g01560	GO:0008943	ISS
ostta01g01560	GO:0051287	ISS
ostta01g01560	GO:0047100	ISS
ostta01g01560	GO:0015979	ISS
ostta01g01560	GO:0019253	ISS
ostta01g01560	GO:0016620	ISS
ostta01g01560	GO:0050661	ISS
ostta01g01580	GO:0006457	ISS
ostta01g01580	GO:0016272	ISS
ostta01g01580	GO:0051082	ISS
ostta01g01580	GO:0009409	ISS
ostta01g01590	GO:0006526	ISS
ostta01g01590	GO:0008152	ISS
ostta01g01590	GO:0044550	ISS
ostta01g01590	GO:0008652	ISS
ostta01g01590	GO:0004585	ISS
ostta01g01590	GO:0006520	ISS
ostta01g01590	GO:0009348	ISS
ostta01g01590	GO:0016597	ISS
ostta01g01590	GO:0016743	ISS
ostta01g01600	GO:0005515	ISS
ostta01g01600	GO:0016070	ISS
ostta01g01600	GO:0005488	ISS
ostta01g01600	GO:0003723	ISS
ostta01g01600	GO:0003743	ISS
ostta01g01610	GO:0004682	ISS
ostta01g01650	GO:0006688	ISS
ostta01g01650	GO:0008152	ISS
ostta01g01650	GO:0004147	ISS
ostta01g01650	GO:0004405	ISS
ostta01g01650	GO:0004406	ISS
ostta01g01650	GO:0008080	ISS
ostta01g01650	GO:0008374	ISS
ostta01g01650	GO:0008415	ISS
ostta01g01650	GO:0008951	ISS
ostta01g01650	GO:0016406	ISS
ostta01g01650	GO:0016407	ISS
ostta01g01650	GO:0016408	ISS
ostta01g01650	GO:0016409	ISS
ostta01g01650	GO:0016410	ISS
ostta01g01650	GO:0016411	ISS
ostta01g01650	GO:0016412	ISS
ostta01g01650	GO:0016413	ISS
ostta01g01650	GO:0016414	ISS
ostta01g01650	GO:0016415	ISS
ostta01g01650	GO:0016416	ISS
ostta01g01650	GO:0016417	ISS
ostta01g01650	GO:0016418	ISS
ostta01g01650	GO:0016419	ISS
ostta01g01650	GO:0016420	ISS
ostta01g01650	GO:0016454	ISS
ostta01g01650	GO:0016748	ISS
ostta01g01650	GO:0016749	ISS
ostta01g01650	GO:0016750	ISS
ostta01g01650	GO:0016751	ISS
ostta01g01650	GO:0016752	ISS
ostta01g01650	GO:0016753	ISS
ostta01g01650	GO:0018030	ISS
ostta01g01650	GO:0018031	ISS
ostta01g01650	GO:0018711	ISS
ostta01g01650	GO:0018712	ISS
ostta01g01650	GO:0018713	ISS
ostta01g01650	GO:0019105	ISS
ostta01g01650	GO:0019107	ISS
ostta01g01650	GO:0019186	ISS
ostta01g01650	GO:0019705	ISS
ostta01g01650	GO:0019706	ISS
ostta01g01650	GO:0019707	ISS
ostta01g01650	GO:0032216	ISS
ostta01g01650	GO:0043741	ISS
ostta01g01650	GO:0043764	ISS
ostta01g01650	GO:0043806	ISS
ostta01g01650	GO:0043849	ISS
ostta01g01650	GO:0046941	ISS
ostta01g01650	GO:0008521	ISS
ostta01g01650	GO:0016020	ISS
ostta01g01670	GO:0006401	ISS
ostta01g01670	GO:0005681	ISS
ostta01g01670	GO:0016071	ISS
ostta01g01670	GO:0030529	ISS
ostta01g01670	GO:0003723	ISS
ostta01g01670	GO:0005688	ISS
ostta01g01670	GO:0006397	ISS
ostta01g01670	GO:0008380	ISS
ostta01g01670	GO:0046540	ISS
ostta01g01680	GO:0005097	ISS
ostta01g01680	GO:0005622	ISS
ostta01g01680	GO:0032313	ISS
ostta01g01690	GO:0006457	ISS
ostta01g01690	GO:0003755	ISS
ostta01g01700	GO:0003723	ISS
ostta01g01720	GO:0003899	ISS
ostta01g01720	GO:0006289	ISS
ostta01g01720	GO:0003677	ISS
ostta01g01720	GO:0006350	ISS
ostta01g01720	GO:0003900	ISS
ostta01g01720	GO:0003901	ISS
ostta01g01720	GO:0003902	ISS
ostta01g01720	GO:0034062	ISS
ostta01g01720	GO:0000428	ISS
ostta01g01720	GO:0006351	ISS
ostta01g01720	GO:0032549	ISS
ostta01g01720	GO:0046872	ISS
ostta01g01740	GO:0009021	ISS
ostta01g01740	GO:0030697	ISS
ostta01g01750	GO:0003676	ISS
ostta01g01750	GO:0008270	ISS
ostta01g01750	GO:0008033	ISS
ostta01g01750	GO:0017150	ISS
ostta01g01750	GO:0050660	ISS
ostta01g01750	GO:0046872	ISS
ostta01g01780	GO:0004672	ISS
ostta01g01780	GO:0005524	ISS
ostta01g01780	GO:0006468	ISS
ostta01g01780	GO:0004674	ISS
ostta01g01780	GO:0005488	ISS
ostta01g01780	GO:0016310	ISS
ostta01g01780	GO:0030553	ISS
ostta01g01790	GO:0003676	ISS
ostta01g01790	GO:0003723	ISS
ostta01g01800	GO:0006611	ISS
ostta01g01800	GO:0008565	ISS
ostta01g01800	GO:0015031	ISS
ostta01g01800	GO:0009306	ISS
ostta01g01800	GO:0015450	ISS
ostta01g01800	GO:0016020	ISS
ostta01g01800	GO:0016021	ISS
ostta01g01800	GO:0006886	ISS
ostta01g01800	GO:0043953	ISS
ostta01g01810	GO:0008757	ISS
ostta01g01820	GO:0008080	ISS
ostta01g01820	GO:0008152	ISS
ostta01g01820	GO:0016747	ISS
ostta01g01830	GO:0006897	ISS
ostta01g01830	GO:0005515	ISS
ostta01g01830	GO:0006886	ISS
ostta01g01830	GO:0016192	ISS
ostta01g01830	GO:0005198	ISS
ostta01g01830	GO:0006461	ISS
ostta01g01830	GO:0008565	ISS
ostta01g01830	GO:0030130	ISS
ostta01g01830	GO:0030132	ISS
ostta01g01830	GO:0005488	ISS
ostta01g01830	GO:0032051	ISS
ostta01g01830	GO:0071439	ISS
ostta01g01850	GO:0045549	ISS
ostta01g01850	GO:0016702	ISS
ostta01g01850	GO:0046872	ISS
ostta01g01855	GO:0006744	ISS
ostta01g01855	GO:0008152	ISS
ostta01g01855	GO:0044550	ISS
ostta01g01855	GO:0009976	ISS
ostta01g01860	GO:0003723	ISS
ostta01g01860	GO:0006396	ISS
ostta01g01860	GO:0008173	ISS
ostta01g01860	GO:0000179	ISS
ostta01g01860	GO:0003880	ISS
ostta01g01860	GO:0008169	ISS
ostta01g01860	GO:0008170	ISS
ostta01g01860	GO:0008171	ISS
ostta01g01860	GO:0008172	ISS
ostta01g01860	GO:0008174	ISS
ostta01g01860	GO:0008175	ISS
ostta01g01860	GO:0008276	ISS
ostta01g01860	GO:0008326	ISS
ostta01g01860	GO:0008425	ISS
ostta01g01860	GO:0008649	ISS
ostta01g01860	GO:0008650	ISS
ostta01g01860	GO:0009008	ISS
ostta01g01860	GO:0009383	ISS
ostta01g01860	GO:0016205	ISS
ostta01g01860	GO:0016273	ISS
ostta01g01860	GO:0016274	ISS
ostta01g01860	GO:0016278	ISS
ostta01g01860	GO:0016279	ISS
ostta01g01860	GO:0016300	ISS
ostta01g01860	GO:0016423	ISS
ostta01g01860	GO:0016424	ISS
ostta01g01860	GO:0016426	ISS
ostta01g01860	GO:0016427	ISS
ostta01g01860	GO:0016431	ISS
ostta01g01860	GO:0016433	ISS
ostta01g01860	GO:0016434	ISS
ostta01g01860	GO:0016435	ISS
ostta01g01860	GO:0016436	ISS
ostta01g01860	GO:0018423	ISS
ostta01g01860	GO:0018707	ISS
ostta01g01860	GO:0019702	ISS
ostta01g01860	GO:0030792	ISS
ostta01g01860	GO:0043770	ISS
ostta01g01860	GO:0043776	ISS
ostta01g01860	GO:0043777	ISS
ostta01g01860	GO:0043780	ISS
ostta01g01860	GO:0043782	ISS
ostta01g01860	GO:0043790	ISS
ostta01g01860	GO:0043791	ISS
ostta01g01860	GO:0043803	ISS
ostta01g01860	GO:0043827	ISS
ostta01g01860	GO:0043833	ISS
